TweetTime,Tweet,Location,FollowersCount,FriendsCount,ListedCount,FavouritesCount,StatusesCount,UserCreatedAt,Lang
Wed Sep 17 22:53:11 +0000 2014,"b'RT @HistoryNeedsYou: Skye, pretty as a painting, in glorious #Scotland http://t.co/xkBf4tfbrK'",Motherlode CA,2058,1569,109,326318,193287,Mon May 11 07:03:54 +0000 2009,en
Wed Sep 17 22:53:09 +0000 2014,"b'RT @600Independent: ""@MhicPhoto: #Catalonia &amp; #Scotland together in George Square, Glasgow on the eve of #indyref http://t.co/nfAw4gSv8D""'",La Canonja. PAÏSOS CATALANS,1510,1798,37,24906,36110,Tue Apr 05 20:45:54 +0000 2011,ca
Wed Sep 17 22:53:09 +0000 2014,"b""#Scotland #VOTEYES in tomorrow's #ScotlandDecides #indyref Vote for hope + more democracy #radicalindependence #AnotherScotlandisPossible""",Refugees welcome here ❤,743,1179,19,28479,14480,Mon May 05 01:56:10 +0000 2014,en
Wed Sep 17 22:53:05 +0000 2014,b'What Europe would look like if every separatist movement was successful  #Scotland #Vote http://t.co/fzLNvvU9LB',"Essex, UK",10324,3539,368,6724,21822,Fri Mar 27 19:43:43 +0000 2009,en
Wed Sep 17 22:53:04 +0000 2014,"b""A Brit's view: Scotland Braces Itself for Polling Day http://t.co/34FAFLGcus #Scotland #indyref""","New York, USA",328,798,5,533,9751,Wed Jul 29 17:16:47 +0000 2009,en
Wed Sep 17 22:53:04 +0000 2014,"b""RT @Sara__Firth: 'And I'll be in #Scotland afore ye;'.... Crowd in #Glasgow roars along to\\nBonnie Banks O' Loch Lomond #Indyref http://t.co\\u2026""",Parets Republica Catalana ,2849,2481,63,98004,206576,Thu Feb 09 20:15:05 +0000 2012,es
Wed Sep 17 22:53:04 +0000 2014,b'RT @EnricdelAmo: Amb moltes ganes de tenir els resultats de dem\\xe0 #YesScotland #DemocracyDay #Scotland #CatalansVote9N #Catalunya',,820,1398,22,95,1838,Sun Feb 05 11:27:43 +0000 2012,es
Wed Sep 17 22:53:04 +0000 2014,b'Andy Murray US Open Champion 2012 Keyrings for sale on eBay!\\n\\n http://t.co/WzVxCz9hKy\\n\\n#AndyMurray #Murray #USOpen #Tennis #Scotland',,822,168,118,1,55253,Tue Sep 11 20:57:16 +0000 2012,en
Wed Sep 17 22:53:02 +0000 2014,"b""@MiamiDolphins Can't help but think that #StrongerTogether should have been adopted by the pro #UK supporters in #Scotland""","Orlando, FL",204,1050,1,384,967,Tue Jan 18 17:31:00 +0000 2011,en
Wed Sep 17 22:53:02 +0000 2014,"b""RT @JanneRiitakorpi: No matter who wins tomorrow's vote in #Scotland this independence referendum is one of the greatest democratic events \\u2026""",London and Chelmsford,485,1402,7,66,474,Tue May 20 09:39:41 +0000 2014,en
Wed Sep 17 22:52:58 +0000 2014,b'#independentcountry #independentnation #Scotland Scottish independence Decision day http://t.co/5ATxPHLZLF',Hillbillyland,1240,143,110,0,853330,Fri Jun 22 15:47:50 +0000 2012,en
Wed Sep 17 22:52:57 +0000 2014,"b""RT @ArrowontheHill: Amazing scenes in Glasgow's George Square this evening. But just how big is the quiet No vote? #newsnight #scotland htt\\u2026""","Glasgow, Scotland",1249,1973,19,7743,28381,Tue Aug 18 16:32:49 +0000 2009,en
Wed Sep 17 22:52:53 +0000 2014,b'Powerfull Solidarity Picture Straight from #Scotland #referendum #FWPC Independence Leader Benny Wenda #Edinburgh http://t.co/29W2BIo3nl',,5557,85,31,735,7814,Thu Jan 24 00:30:08 +0000 2013,nl
Wed Sep 17 22:52:49 +0000 2014,b'#Referendum: Study finds those with more info are more likely to vote #yes http://t.co/EmEUeCKWN5 #indyref #scotland',Roaming around Scotland. ,428,547,18,1715,9407,Mon Sep 12 18:15:02 +0000 2011,en
Wed Sep 17 22:52:47 +0000 2014,b'ALBA GU BRATH #ScotlandDecides #Scotland #scottishindependence #ScottishReferendum #VoteYes https://t.co/5wagFUV9od',Sunnydale ,174,336,4,1188,1367,Thu Mar 26 21:18:06 +0000 2009,en
Wed Sep 17 22:52:46 +0000 2014,b'vote yes Scottish Independence #scottishindependence #Scotland #ScotlandDecides',"Glen Millls, PA",159,303,4,27569,7142,Thu Mar 05 13:03:31 +0000 2009,en
Wed Sep 17 22:52:44 +0000 2014,"b""RT @JackNECN: INDEPENDENCE DAY? Scots living in #VT are watching #Scotland 's big vote: http://t.co/IjMCUgG6sS #ScotlandDecides http://t.co\\u2026""",NJ,1072,1995,21,4295,13094,Wed Mar 30 16:25:27 +0000 2011,en
Wed Sep 17 22:52:44 +0000 2014,"b""Hope that #Scotland secedes so that #NewHampshire follows in the next few yrs. I'm not Scottish, I'm a New Hampshirite #IndyRef @FreeStateNH""","Newport News, VA",332,274,30,409,6576,Wed Mar 24 02:27:06 +0000 2010,en
Wed Sep 17 22:52:39 +0000 2014,"b'""No. thanks"" voters in city centre. small, peaceful. some ""interesting"" interactions b/w passersby #Scotland #indyref http://t.co/90gYa6fEjb'",Toronto,970,2234,39,9437,20914,Thu Mar 12 05:05:38 +0000 2009,en
Wed Sep 17 22:52:38 +0000 2014,b'RT @jonogrant: Wishing #Scotland good luck tomorrow \\U0001f1ec\\U0001f1e7\\U0001f4b7\\U0001f648\\U0001f622',"Brunswick, Germany",198,364,6,7058,3217,Thu Oct 17 00:14:24 +0000 2013,en
Wed Sep 17 22:52:37 +0000 2014,"b'"".@RT_com: Day b4 #Scotland goes 2 the polls in #Indyref  http://t.co/8VN28zN4fo \\nThey cant wait 2 seperate themselves from\\n#BurkaBrigade.'",nunya,1652,2733,70,5711,60529,Mon Jun 22 04:09:27 +0000 2009,en
Wed Sep 17 22:52:37 +0000 2014,"b""RT @ArrowontheHill: Amazing scenes in Glasgow's George Square this evening. But just how big is the quiet No vote? #newsnight #scotland htt\\u2026""",,863,1630,61,113019,129422,Sun Apr 21 11:10:13 +0000 2013,en
Wed Sep 17 22:52:35 +0000 2014,"b""RT @ScottieMcClue: If You Are A #NoVoter or #undecided #Scotland Don't Panic - It's Not Too Late For You To Cross The Floor and #VoteYes #i\\u2026""",Scotland ,2220,2070,16,33273,19073,Wed Sep 05 10:00:40 +0000 2012,en
Wed Sep 17 22:52:31 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',,42,6,2,0,44643,Mon Jul 22 10:46:04 +0000 2013,en
Wed Sep 17 22:52:31 +0000 2014,"b'So, so sick with nerves over tomorrow, but so excited by the chance at making history! \\U0001f499 #indyref #Scotland #ScotlandDecides'","Wellington City, New Zealand",244,301,45,638,15018,Wed Jun 17 15:54:39 +0000 2009,en
Wed Sep 17 22:52:30 +0000 2014,"b'What #Scotland decides tomorrow will definitely affect Europe, and the entire world! #Independence #Referendum'","Sønderborg, Danmark",329,185,11,2021,29203,Thu Jul 02 01:58:43 +0000 2009,en
Wed Sep 17 22:52:25 +0000 2014,"b""RT @MeirionTweets: I'm sure indy #Scotland won't deny #Shetland &amp; #Orkney right to be independent from Scotland #indyref even if it destroy\\u2026""",,241,350,9,6460,17111,Sat Apr 20 17:08:07 +0000 2013,en
Wed Sep 17 22:52:18 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',Perth,330,132,5,480,462,Wed May 11 20:37:52 +0000 2011,en
Wed Sep 17 22:52:17 +0000 2014,"b""RT @phil_machugh: What an incredible campaign to work on with our team at @YesScotland It's now over to you, the people of #Scotland #Letsd\\u2026""","My own little world, Scotland",741,1558,7,804,3765,Wed Apr 08 23:54:58 +0000 2009,en
Wed Sep 17 22:52:17 +0000 2014,b'If #scotland goes independent the #Wimbledon clock will hav to be re-set back to 78 years.. #ScottishReferendum #andymurray #bettertogether',London UK,1961,191,20,4626,5250,Wed May 05 09:02:33 +0000 2010,en-gb
Wed Sep 17 22:52:15 +0000 2014,"b'Independent #Scotland, Independent #Kurdistan ? #Kurds abroad show their intentions... #Hurriyet #Turkey  http://t.co/dSXbgmld8u'",3rd rock from the sun,74,478,14,549,3159,Sun Jul 19 14:33:36 +0000 2009,en
Wed Sep 17 22:52:15 +0000 2014,b'Yes #Scotland: Some comforting bedtime reading; a list of 60 countries that gained #independence from the UK -\\nhttp://t.co/qfLFgvbc7h',,70,131,0,227,726,Sat Jan 07 20:51:21 +0000 2012,en
Wed Sep 17 22:52:12 +0000 2014,"b""RT @UsaamaK: #Scotland, please don't let the sun set on our 307 year history together. #letsstaytogether #bettertogether #indyref http://t.\\u2026""",,2379,2442,20,47802,46384,Sun Jun 28 13:53:48 +0000 2009,en
Wed Sep 17 22:52:09 +0000 2014,b'Future of Union Jack in doubt as #Scotland votes http://t.co/sXb2UE5MNL http://t.co/ZXyHqBKcWC',Pakistan,1487187,96,1402,0,209381,Fri Feb 27 10:38:25 +0000 2009,en
Wed Sep 17 22:52:09 +0000 2014,b'RT @lisa_alba: @HeikkiOjala YES YES YES! ~&gt;A #Public #Bank #Option for #Scotland http://t.co/J4jtxyocsy \\u2026',Ylivieska Finland 🇫🇮,23923,20390,537,263302,240040,Wed Aug 17 20:19:40 +0000 2011,en
Wed Sep 17 22:51:59 +0000 2014,"b'RT @HistoryNeedsYou: Skye, pretty as a painting, in glorious #Scotland http://t.co/xkBf4tfbrK'","Glasgow, Scotland",4505,4362,36,27746,44355,Wed Nov 23 22:47:21 +0000 2011,en
Wed Sep 17 22:51:59 +0000 2014,b'RT @scobycal: Guess we will all find out shortly if the Scots do have balls under them kilts #indyref #Scotland',"Bishopstown, Cork City ",1019,889,112,76274,118205,Sun Oct 27 11:29:56 +0000 2013,en
Wed Sep 17 22:51:53 +0000 2014,"b'RT @bhakthi: ""May your choices reflect your hopes, not your fears"", Scottish woman on the radio quoting Mandela makes me tear up. #indyref \\u2026'","Nashville, TN",250,550,13,9738,21411,Mon Nov 30 20:49:48 +0000 2009,en
Wed Sep 17 22:51:53 +0000 2014,b'Tomorrow will be a #Gamechanger for #Scotland #indyref',Lake District England,4759,4867,224,13496,41600,Wed Mar 04 10:50:22 +0000 2009,en
Wed Sep 17 22:51:51 +0000 2014,"b""RT @SkintLondon: Salmond wants more 'social justice'. Quick fact, homosexuality was decriminalised in England &amp; Wales in 1967, not in #Scot\\u2026""",London,744,572,23,3061,6609,Tue Jan 27 10:30:10 +0000 2009,en
Wed Sep 17 22:51:45 +0000 2014,"b'@iain500 #Scotland would fix inequality by spending more on education, elderly care, and healthcare. A #Voteyes for a free society. #indyref'","British Columbia, Canada",2532,3592,111,10187,52077,Sun Sep 09 21:22:16 +0000 2012,en
Wed Sep 17 22:51:44 +0000 2014,"b""Spain's Catalans, Belgium's Flanders and Canada's Qu\\xe9bequois! #Scotland #Independence #Referendum""","Sønderborg, Danmark",329,185,11,2021,29203,Thu Jul 02 01:58:43 +0000 2009,en
Wed Sep 17 22:51:36 +0000 2014,"b'RT @GeoSpeakNation: MT @APHumanGeog Possible lessons for #Scotland? ""The Newest Countries in the world"" http://t.co/NZWsBZGUQJ thanks for t\\u2026'","MacArthur HS, Levittown, NY",142,260,5,1980,5036,Thu Nov 21 22:12:42 +0000 2013,en
Wed Sep 17 22:51:35 +0000 2014,b'Funny! The end of neoliberalism? Why #Scottish independence could save the world http://t.co/uXG2s2r9Q7 #ScotlandDecides #scotland #UK',Western Sahara,4763,4220,170,17941,34800,Sun Apr 03 23:39:27 +0000 2011,en
Wed Sep 17 22:51:33 +0000 2014,b'RT @JohnJHigginsEsq: Tis far better to dare...#Archangels #Angels #Dominion #Spiritchat #Scotland #Paranormal #amwriting #Readers http://t.\\u2026',"Lancaster, CA",31359,12927,1767,1679,207930,Fri Feb 15 06:47:12 +0000 2013,en
Wed Sep 17 22:51:32 +0000 2014,"b""#Scotland it's your decision...but please don't leave us this way: http://t.co/1sTOPtogcm we can do better I promise #indyref""",Bristol,822,1124,14,4564,4356,Fri Apr 13 14:33:20 +0000 2012,en
Wed Sep 17 22:51:31 +0000 2014,b'RT @jamlang22: Want to get a feeling for what everyone is voting so RT for YES or FAV for NO. #scotland',Pittodrie,381,966,2,1619,8979,Sun Jun 12 14:36:31 +0000 2011,en
Wed Sep 17 22:51:31 +0000 2014,b'To all my Family in #Scotland I send my love and wish you the best on the big day tomorrow. Either way the future is bright. #IndyRef',Winnipeg,789,1250,10,3184,4971,Tue Sep 14 08:15:04 +0000 2010,en
Wed Sep 17 22:51:29 +0000 2014,"b'Check out ""For A\'That"" on Vimeo http://t.co/M2wvuJecWX #Vimeo #scotland #animation #inspiration #aftereffects #referendum #society'",Edinburgh ,173,219,5,104,118,Sat Oct 01 21:13:57 +0000 2011,en
Wed Sep 17 22:51:29 +0000 2014,"b'They can take our lives, but they will never take our FREEDOM!!!!!\\n  #Scotland #ScotlandDecides #scottishindependence'",Live to cook-cook to Live ,24,131,1,260,409,Thu Mar 10 15:23:27 +0000 2011,en
Wed Sep 17 22:51:24 +0000 2014,b'@KitKoul #Freedom\\n#Scotland\\n#Murcia',,0,1,0,0,2,Wed Sep 17 22:48:45 +0000 2014,en
Wed Sep 17 22:51:23 +0000 2014,"b'For me, #Scotland is the motherland. I hope whatever happens that it works out well in the end. #ScotlandDecides #ScotlandIndependence'","Durham, NC",2578,215,73,236,25324,Mon Jan 30 17:20:20 +0000 2012,en
Wed Sep 17 22:51:22 +0000 2014,"b""Blog: What #Scotland's independence vote tomorrow - &amp; the UKIP - could mean for science  http://t.co/sExJpxt05U -- #ScotlandDecides #science""","Solingen, Germany",5513,4098,387,32,149766,Wed Mar 24 08:53:59 +0000 2010,en
Wed Sep 17 22:51:22 +0000 2014,b'RT @MatteoBaroncin1: #voteYES #Scozia #Scotland #Indipendence #freescotland #18september #yes #free #scoziaindipendente',"Toscana, Italia",10772,11647,268,59404,97766,Sun Aug 14 06:54:53 +0000 2011,it
Wed Sep 17 22:51:17 +0000 2014,b'#ScotlandDecides #ScottishReferendum Acc to #Salmond an independent #Scotland would be super rich with no poverty at all.',"Dorset, UK",1762,2151,76,5,9906,Tue Apr 26 22:29:32 +0000 2011,en
Wed Sep 17 22:51:16 +0000 2014,"b""What an incredible campaign to work on with our team at @YesScotland It's now over to you, the people of #Scotland #Letsdothis #VoteYes :-)""",Edinburgh | London | New York,6995,1657,63,15204,10750,Wed Jul 22 12:22:09 +0000 2009,en
Wed Sep 17 22:51:14 +0000 2014,"b'Fuck the gammon #referendum for #recognition, I want the referendum #Scotland is having!'",Uranus,2223,1447,100,14827,36874,Wed Oct 08 07:45:27 +0000 2008,en
Wed Sep 17 22:51:14 +0000 2014,b'If #Scotland does #voteyes how long till we destabilise them and invade them for oil? #indyref',,271,180,15,839,13513,Sun Aug 23 14:13:22 +0000 2009,en
Wed Sep 17 22:51:13 +0000 2014,b'You know what to do #scotland #indyref #vote #VoteYes #VoteYesScotland #YesScotland #Yes http://t.co/YDOfS3kpWM',,351,764,3,3020,10387,Thu Sep 22 00:11:15 +0000 2011,en
Wed Sep 17 22:51:13 +0000 2014,b'RT @TheWeeSessions: #yesscotland #indyref #scotland #voteyes #yesbecause @citizentommy http://t.co/oZhBJZTozw',Scotland,389,617,2,21108,10397,Mon Mar 21 17:39:18 +0000 2011,en
Wed Sep 17 22:51:11 +0000 2014,b'#scotland #referendum #scottish #glasgow #politics http://t.co/vZbFLdoK4v',Glasgow,325,965,13,113,398,Mon May 09 16:24:47 +0000 2011,en
Wed Sep 17 22:51:10 +0000 2014,b'If #Scotland can leave Great Britain should US states be able to petition for secession',,230,171,20,4547,28269,Wed Dec 10 16:24:54 +0000 2008,en
Wed Sep 17 22:51:10 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',,119,137,67,9921,14743,Fri Dec 07 00:26:15 +0000 2012,en
Wed Sep 17 22:51:09 +0000 2014,"b""@katiecouric @YahooNews What's your take, @katiecouric @OKnox #Scotland #dotheyhavetheinfrastructure""",,1377,138,95,31918,8678,Tue Mar 04 14:39:58 +0000 2008,en
Wed Sep 17 22:51:02 +0000 2014,"b'It must be so exhilarating to be in #Scotland-anticipation thick as haggis, whether you will vote yes or no. #Scotland'","Montclair, NJ & NYC",6723,6931,282,93281,89083,Sun Mar 01 05:51:51 +0000 2009,en
Wed Sep 17 22:51:01 +0000 2014,"b'#scotland I hope for a good showing for the vote and that the will of the people wins out, whatever way it goes.  The decision is tough!'","vancouver, bc",132,458,2,108,1515,Mon Jun 03 21:41:17 +0000 2013,en
Wed Sep 17 22:50:56 +0000 2014,"b""RT @SkintLondon: Salmond wants more 'social justice'. Quick fact, homosexuality was decriminalised in England &amp; Wales in 1967, not in #Scot\\u2026""",,190,397,2,929,2837,Tue Nov 16 04:13:31 +0000 2010,en
Wed Sep 17 22:50:56 +0000 2014,b'@itvnews B4 walls come down: PEOPLE OF SCOTLAND v Westminster Politicians = VOTE YES YES YES\\n#Scotland #scottishindependence',"Dublin/Laois, Ireland.",1643,3196,57,14590,23514,Fri Jan 27 18:34:59 +0000 2012,en
Wed Sep 17 22:50:55 +0000 2014,b'Tax Implications of Scottish Independence #Scotland #Taxes https://t.co/DVykID500U',,155,5,16,15,75,Thu Mar 13 17:04:17 +0000 2014,en
Wed Sep 17 22:50:55 +0000 2014,b'@citizentommy @beforethestars #Austerity #awake #indyref #ScotlandDecides #Scotland #ScotlandIndependence',"England, United Kingdom",610,400,109,23494,74554,Thu Dec 01 01:30:07 +0000 2011,en
Wed Sep 17 22:50:54 +0000 2014,b'RT @TheWeeSessions: #yesscotland #indyref #scotland #voteyes #yesbecause @AlexSalmond http://t.co/xyIcrN7RiZ',Glasgow,3861,4709,120,21324,111920,Sun Aug 19 21:58:18 +0000 2012,en
Wed Sep 17 22:50:52 +0000 2014,b'RT @katiecouric: What you need to know about the Scottish Independence Referendum Bill. http://t.co/RKJGA40Nxq #Scotland #indyref #NowIGetI\\u2026',SoCal,94,1246,12,2,3302,Wed Dec 25 08:03:04 +0000 2013,en
Wed Sep 17 22:50:49 +0000 2014,"b""RT @OfficialAnasSCO: Here's one final chance to read my declaration for supporting a Yes vote. http://t.co/gFOYfVrODM #IndyRef #Scotland""",Scotland,2137,1248,84,10480,28533,Wed Jul 09 10:54:47 +0000 2008,en
Wed Sep 17 22:50:48 +0000 2014,b'RT @JohnJHigginsEsq: Tis far better to dare...#Archangels #Angels #Dominion #Spiritchat #Scotland #Paranormal #amwriting #Readers http://t.\\u2026',Jersey City,10076,5378,1227,22025,273183,Sun Aug 21 17:44:11 +0000 2011,en
Wed Sep 17 22:50:47 +0000 2014,b'#Scotland Vote No. I really CBA to bring my passport every time i cross the border!',"Newcastle Upon Tyne, England",238,730,16,7928,10038,Thu May 02 16:31:36 +0000 2013,en
Wed Sep 17 22:50:42 +0000 2014,b'#voteYES #Scozia #Scotland #Indipendence #freescotland #18september #yes #free #scoziaindipendente',"Roma, Lazio",139,828,7,671,2053,Fri Aug 12 21:05:43 +0000 2011,it
Wed Sep 17 22:50:37 +0000 2014,"b'Whatever #Scotland decides, they have been a great example of civility &amp; modernity in their debate. Wish Middle East could one day follow.'","Washington, DC",60838,1997,1456,4464,32366,Mon May 25 13:50:07 +0000 2009,en
Wed Sep 17 22:50:37 +0000 2014,"b'Forget Cameron or Salmond the BEST speech all week by a mile came fr a proud Scotsman, Gordon Brown #Scotland http://t.co/4qfSeKs7qO'",on board my Corbin 39 Sailboat,5486,296,62,209,14277,Fri Mar 23 23:59:15 +0000 2012,en
Wed Sep 17 22:50:35 +0000 2014,b'RT @katiecouric: What you need to know about the Scottish Independence Referendum Bill. http://t.co/RKJGA40Nxq #Scotland #indyref #NowIGetI\\u2026',,1377,138,95,31918,8678,Tue Mar 04 14:39:58 +0000 2008,en
Wed Sep 17 22:50:35 +0000 2014,"b'If #Scotland vote for independence, Gaelic will become their National Language. What about their currency, will they adopt Rupee?'",YouTube,461,2100,26,11565,14331,Sun Mar 07 12:58:43 +0000 2010,en
Wed Sep 17 22:50:33 +0000 2014,b'Today #Scotland can decide its future. We want the same in #Catalonia\\n#ScotlandDecides #YesScotland #CatalansWithScotlandYes\\nGood luck!',"#Barcelona, #Catalunya",202,486,1,464,1392,Sun Sep 11 14:18:51 +0000 2011,ca
Wed Sep 17 22:50:29 +0000 2014,b'@iain500 A yes vote. Inequality in #England has spiraled out of control. #Scotland wants a free and fair society. #VoteYes #indyref',"British Columbia, Canada",2532,3592,111,10187,52077,Sun Sep 09 21:22:16 +0000 2012,en
Wed Sep 17 22:50:28 +0000 2014,"b'""@_AndNorth_: Check out @dwell in their feature about Field and Supply!  http://t.co/nHjyHP8rak http://t.co/nt3ftsVPLj"" #Scotland #RobFord'","Clifton Park, NY",421,415,37,4517,4899,Sat May 14 13:17:27 +0000 2011,en
Wed Sep 17 22:50:27 +0000 2014,"b'RT @WilliamsJon: #Scotland #indyref poll-of-polls going into final 24 hours: 49% for, 51% against. Going to be heart stopping 48 hours http\\u2026'","New York, NY",4261,2185,60,10036,35325,Thu Nov 07 19:09:27 +0000 2013,en
Wed Sep 17 22:50:25 +0000 2014,"b""RT @SergioCasci: He won't like Friday...  #VoteYes #indyref #Scotland @YesScotland #referendum @WingsScotland @AyeTalks @ItalianScots http:\\u2026""",,426,1163,4,4033,2100,Thu Apr 18 17:18:37 +0000 2013,en
Wed Sep 17 22:50:20 +0000 2014,b'#ScotlandDecides Acc to the #Salmond gang and independedent #Scotland would be paradise on earth.',"Dorset, UK",1762,2151,76,5,9906,Tue Apr 26 22:29:32 +0000 2011,en
Wed Sep 17 22:50:17 +0000 2014,b'Go on... Watch it! You know you want to \\U0001f60f\\U0001f60f #independence #Scotland #voteyes http://t.co/cUQ29RHWaO',,272,151,4,1372,18505,Thu Mar 18 01:06:25 +0000 2010,en
Wed Sep 17 22:50:14 +0000 2014,b'\\U0001f602\\U0001f602\\U0001f602 #Scotland #England #ScotlandDecides say #No http://t.co/RnAyalFMw1',No where ,1202,2269,33,4179,28257,Thu Apr 30 18:08:24 +0000 2009,en
Wed Sep 17 22:50:14 +0000 2014,"b'RT @rockgod1970: Whatever the result, almost half of #Scotland are going to be bitter, pissed off &amp; disappointed on Friday - which would be\\u2026'",canadian-birds-lr2,252,401,6,84,8888,Tue Feb 04 21:12:41 +0000 2014,en
Wed Sep 17 22:50:12 +0000 2014,"b'RT @MhicPhoto: #Catalonia &amp; #Scotland together in George Square, Glasgow on the eve of #indyref http://t.co/iUBAyiBKTJ'",Tarragona - Catalunya,2110,3142,40,55165,62162,Mon Oct 24 18:41:03 +0000 2011,ca
Wed Sep 17 22:50:09 +0000 2014,"b'RT @HistoryNeedsYou: Skye, pretty as a painting, in glorious #Scotland http://t.co/xkBf4tfbrK'","Bedfordshire, United Kingdom",5808,5522,132,14502,37647,Fri May 10 19:00:52 +0000 2013,en
Wed Sep 17 22:50:08 +0000 2014,b'Did you know parts of #Gloucestershire in western England are nearer #Scotland than Cornwall? #IndyRef trivia #R4Today',"Sussex, Berkshire, London",1065,62,102,11901,58894,Sat Mar 12 01:17:10 +0000 2011,en
Wed Sep 17 22:50:05 +0000 2014,"b'alan Hansen once said you win nothing with kids .. well , with 16 year olds voting on independence in #Scotland he may eat his words .again.'","sherborne,dorset",70,112,9,84,1632,Thu Nov 08 00:48:20 +0000 2012,en
Wed Sep 17 22:50:02 +0000 2014,b'I for one shall welcome our new Federal United Kingdom and Ulster Parliament overlords. #scotland #FUKUP',,140,597,9,30,2780,Wed May 20 20:50:46 +0000 2009,en
Wed Sep 17 22:50:01 +0000 2014,b'RT @lisa_alba: @gogab4jean YES YES YES! ~&gt;A #Public #Bank #Option for #Scotland http://t.co/J4jtxyocsy \\u2026',Earth - Just Like You !,4552,5319,215,38117,83630,Tue Jan 24 02:22:36 +0000 2012,en
Wed Sep 17 22:49:59 +0000 2014,b'RT @SDoughtyMP: Simply #BetterTogether #LabourNo at birthplace of @UKLabour @scottishlabour J Keir Hardie #Wales #Scotland #England http://\\u2026',London.Lives: SW19. Work: SW1.,5459,5303,88,23231,12608,Tue Jan 08 04:15:13 +0000 2013,en
Wed Sep 17 22:49:58 +0000 2014,b'Scotland. Make the RIGHT decision. #VoteNo #Scotland #indyref',,437,69,5,7877,19562,Tue Jul 15 18:23:28 +0000 2014,en
Wed Sep 17 22:49:56 +0000 2014,"b'@elementalPaul Something better come soon. Or London and the City will devour everything we cherish. Whatever the result, I envy #Scotland'",Cymru/Wales - Annwn,841,1822,52,34771,32067,Wed Jul 31 18:14:48 +0000 2013,en
Wed Sep 17 22:49:56 +0000 2014,"b'RT @HistoryNeedsYou: Skye, pretty as a painting, in glorious #Scotland http://t.co/xkBf4tfbrK'",United Kingdom & California,154,995,9,2347,20394,Fri Jun 26 17:26:35 +0000 2009,en
Wed Sep 17 22:49:53 +0000 2014,"b'London based UK media on #Scotland, ""the independence vote a quarrel in a faraway country between people of whom we know nothing.""'","Thessaloniki, Greece",11756,1776,635,1706,166813,Wed Nov 14 20:10:09 +0000 2007,en
Wed Sep 17 22:49:51 +0000 2014,b'#Scotland the moment is yours. This is a historic opportunity. Take this chance and grasp it with both hands. #SaorAlba',"Nashville, TN",250,550,13,9738,21411,Mon Nov 30 20:49:48 +0000 2009,en
Wed Sep 17 22:49:50 +0000 2014,"b'United we stand, divided we fall #Scotland BetterTogether #VoteNo http://t.co/7xAxGXG5RI'",Edinburgh,1156,2912,25,8957,14219,Thu Jul 07 12:04:08 +0000 2011,en
Wed Sep 17 22:49:43 +0000 2014,"b""@itvnews Quote 'PEOPLE OF SCOTLAND v Westminster Politicians = VOTE YES YES YES'\\n#Scotland #scottishindependence""","Dublin/Laois, Ireland.",1643,3196,57,14590,23514,Fri Jan 27 18:34:59 +0000 2012,en
Wed Sep 17 22:49:42 +0000 2014,"b""RT @_cypherpunks_: Here's every country that has declared independence from the U.K. - http://t.co/rVWkQR4Igf (jpg) #Scotland http://t.co/h\\u2026""",,10,93,2,177,636,Mon Mar 24 15:33:01 +0000 2014,en-gb
Wed Sep 17 22:49:41 +0000 2014,b'\\u25b6 AYE! ALBA GU BRATH=ERIN GO BRAGH #SCOTLAND \\n#indyref #scottishindependence\\n#albagubrath #alexsalmond http://t.co/SL7Hvm6Rhv',EUROPE,743,1691,10,736,6890,Wed Mar 27 00:17:13 +0000 2013,da
Wed Sep 17 22:49:36 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',,5807,715,562,211,286877,Sun May 15 19:35:53 +0000 2011,en
Wed Sep 17 22:49:30 +0000 2014,"b""RT @ScottieMcClue: #indyref This Is The Only Reason Behind The No. Tomorrow #VoteYesScotland Let's Do This Let #Scotland Flourish http://t.\\u2026""",,1253,1244,26,8908,24405,Sat Jul 18 16:39:45 +0000 2009,en
Wed Sep 17 22:49:29 +0000 2014,b'RT @Haggis_UK: Browns war cry for the union...a MUST watch before voting http://t.co/7NiPsk6mLO #voteyes #voteno #Scotland #nothanks',"OnTAYrio, Canada",1204,1021,67,4326,15050,Mon Feb 10 18:11:50 +0000 2014,en
Wed Sep 17 22:49:26 +0000 2014,b'RT @kath_lewis: That was some speech by Gordon Brown today! #scotland #indyref #staytogether http://t.co/f04jdYstfr',"Glasgow, Scotland, UK",532,1802,11,1838,14710,Tue Sep 11 18:10:51 +0000 2012,en
Wed Sep 17 22:49:21 +0000 2014,b'I really do hope that #Scotland decides to remain united with the rest of us. We are a family of countries that will be greatest united.',London,428,988,0,1,22,Fri Jun 20 19:58:08 +0000 2014,en
Wed Sep 17 22:49:20 +0000 2014,"b""Let's get behind Gordon Brown \\u2014 the guy whose fucked up not only #scotland, but all of the uk for decades #indyref""",,498,426,22,1757,5468,Wed Oct 17 23:50:49 +0000 2007,en
